STARTTID;SLUTTID;PRISOMRÅDE;FORBRUKSGRUPPE;VOLUM_KWH;ANTALL_MÅLEPUNKT
2026-09-14T05:00:00+02:00;2026-09-14T06:00:00+02:00;NO5;Hytter og fritidseiendommer;25680,181;48406
2026-09-14T05:00:00+02:00;2026-09-14T06:00:00+02:00;NO5;Husholdning;299099,827;260412
2026-09-14T05:00:00+02:00;2026-09-14T06:00:00+02:00;NO5;Primær Industri;12245,101;1953
2026-09-14T05:00:00+02:00;2026-09-14T06:00:00+02:00;NO5;Sekundær Industri;1052560,236;5018
2026-09-14T05:00:00+02:00;2026-09-14T06:00:00+02:00;NO5;Tertiære Tjenester;210855,934;27952
2026-09-14T06:00:00+02:00;2026-09-14T07:00:00+02:00;NO1;Hytter og fritidseiendommer;49289,815;110805
2026-09-14T06:00:00+02:00;2026-09-14T07:00:00+02:00;NO1;Husholdning;1208315,041;1122270
2026-09-14T06:00:00+02:00;2026-09-14T07:00:00+02:00;NO1;Primær Industri;41521,377;7481
2026-09-14T06:00:00+02:00;2026-09-14T07:00:00+02:00;NO1;Sekundær Industri;606989,871;15111
2026-09-14T06:00:00+02:00;2026-09-14T07:00:00+02:00;NO1;Tertiære Tjenester;1026802,762;96221
2026-09-14T06:00:00+02:00;2026-09-14T07:00:00+02:00;NO2;Hytter og fritidseiendommer;41518,452;106609
2026-09-14T06:00:00+02:00;2026-09-14T07:00:00+02:00;NO2;Husholdning;742872,483;634361
2026-09-14T06:00:00+02:00;2026-09-14T07:00:00+02:00;NO2;Primær Industri;92095,224;5761
2026-09-14T06:00:00+02:00;2026-09-14T07:00:00+02:00;NO2;Sekundær Industri;2158415,258;12575
2026-09-14T06:00:00+02:00;2026-09-14T07:00:00+02:00;NO2;Tertiære Tjenester;579966,649;70971
2026-09-14T06:00:00+02:00;2026-09-14T07:00:00+02:00;NO3;Hytter og fritidseiendommer;30106,520;62801
2026-09-14T06:00:00+02:00;2026-09-14T07:00:00+02:00;NO3;Husholdning;542002,557;412170
2026-09-14T06:00:00+02:00;2026-09-14T07:00:00+02:00;NO3;Primær Industri;92050,235;10290
2026-09-14T06:00:00+02:00;2026-09-14T07:00:00+02:00;NO3;Sekundær Industri;1747761,215;9244
2026-09-14T06:00:00+02:00;2026-09-14T07:00:00+02:00;NO3;Tertiære Tjenester;454255,455;52405
2026-09-14T06:00:00+02:00;2026-09-14T07:00:00+02:00;NO4;Hytter og fritidseiendommer;27896,356;44167
2026-09-14T06:00:00+02:00;2026-09-14T07:00:00+02:00;NO4;Husholdning;372443,472;245811
2026-09-14T06:00:00+02:00;2026-09-14T07:00:00+02:00;NO4;Primær Industri;65081,713;3977
2026-09-14T06:00:00+02:00;2026-09-14T07:00:00+02:00;NO4;Sekundær Industri;1211288,128;6125
2026-09-14T06:00:00+02:00;2026-09-14T07:00:00+02:00;NO4;Tertiære Tjenester;349753,401;40301
2026-09-14T06:00:00+02:00;2026-09-14T07:00:00+02:00;NO5;Hytter og fritidseiendommer;26462,950;48406
2026-09-14T06:00:00+02:00;2026-09-14T07:00:00+02:00;NO5;Husholdning;326773,106;260412
2026-09-14T06:00:00+02:00;2026-09-14T07:00:00+02:00;NO5;Primær Industri;12989,570;1953
2026-09-14T06:00:00+02:00;2026-09-14T07:00:00+02:00;NO5;Sekundær Industri;1067190,264;5018
2026-09-14T06:00:00+02:00;2026-09-14T07:00:00+02:00;NO5;Tertiære Tjenester;244432,665;27952
2026-09-14T07:00:00+02:00;2026-09-14T08:00:00+02:00;NO1;Hytter og fritidseiendommer;50536,945;110805
2026-09-14T07:00:00+02:00;2026-09-14T08:00:00+02:00;NO1;Husholdning;1354281,470;1122270
2026-09-14T07:00:00+02:00;2026-09-14T08:00:00+02:00;NO1;Primær Industri;43704,526;7481
2026-09-14T07:00:00+02:00;2026-09-14T08:00:00+02:00;NO1;Sekundær Industri;663076,504;15111
2026-09-14T07:00:00+02:00;2026-09-14T08:00:00+02:00;NO1;Tertiære Tjenester;1194278,133;96221
2026-09-14T07:00:00+02:00;2026-09-14T08:00:00+02:00;NO2;Hytter og fritidseiendommer;42617,053;106609
2026-09-14T07:00:00+02:00;2026-09-14T08:00:00+02:00;NO2;Husholdning;820518,014;634361
2026-09-14T07:00:00+02:00;2026-09-14T08:00:00+02:00;NO2;Primær Industri;97971,831;5761
2026-09-14T07:00:00+02:00;2026-09-14T08:00:00+02:00;NO2;Sekundær Industri;2220417,838;12575
2026-09-14T07:00:00+02:00;2026-09-14T08:00:00+02:00;NO2;Tertiære Tjenester;666060,480;70971
2026-09-14T07:00:00+02:00;2026-09-14T08:00:00+02:00;NO3;Hytter og fritidseiendommer;30426,577;62801
2026-09-14T07:00:00+02:00;2026-09-14T08:00:00+02:00;NO3;Husholdning;587087,801;412170
2026-09-14T07:00:00+02:00;2026-09-14T08:00:00+02:00;NO3;Primær Industri;98559,613;10290
2026-09-14T07:00:00+02:00;2026-09-14T08:00:00+02:00;NO3;Sekundær Industri;1808028,051;9244
2026-09-14T07:00:00+02:00;2026-09-14T08:00:00+02:00;NO3;Tertiære Tjenester;519390,015;52405
2026-09-14T07:00:00+02:00;2026-09-14T08:00:00+02:00;NO4;Hytter og fritidseiendommer;28398,226;44167
2026-09-14T07:00:00+02:00;2026-09-14T08:00:00+02:00;NO4;Husholdning;407360,314;245811
2026-09-14T07:00:00+02:00;2026-09-14T08:00:00+02:00;NO4;Primær Industri;70102,469;3977
2026-09-14T07:00:00+02:00;2026-09-14T08:00:00+02:00;NO4;Sekundær Industri;1200998,075;6125
2026-09-14T07:00:00+02:00;2026-09-14T08:00:00+02:00;NO4;Tertiære Tjenester;391638,887;40301
2026-09-14T07:00:00+02:00;2026-09-14T08:00:00+02:00;NO5;Hytter og fritidseiendommer;27177,537;48406
2026-09-14T07:00:00+02:00;2026-09-14T08:00:00+02:00;NO5;Husholdning;356197,559;260412
2026-09-14T07:00:00+02:00;2026-09-14T08:00:00+02:00;NO5;Primær Industri;13965,203;1953
2026-09-14T07:00:00+02:00;2026-09-14T08:00:00+02:00;NO5;Sekundær Industri;1087536,177;5018
2026-09-14T07:00:00+02:00;2026-09-14T08:00:00+02:00;NO5;Tertiære Tjenester;289829,676;27952
2026-09-14T08:00:00+02:00;2026-09-14T09:00:00+02:00;NO1;Hytter og fritidseiendommer;51199,643;110805
2026-09-14T08:00:00+02:00;2026-09-14T09:00:00+02:00;NO1;Husholdning;1410976,151;1122270
2026-09-14T08:00:00+02:00;2026-09-14T09:00:00+02:00;NO1;Primær Industri;43671,997;7481
2026-09-14T08:00:00+02:00;2026-09-14T09:00:00+02:00;NO1;Sekundær Industri;692006,644;15111
2026-09-14T08:00:00+02:00;2026-09-14T09:00:00+02:00;NO1;Tertiære Tjenester;1312065,259;96221
2026-09-14T08:00:00+02:00;2026-09-14T09:00:00+02:00;NO2;Hytter og fritidseiendommer;43472,631;106609
2026-09-14T08:00:00+02:00;2026-09-14T09:00:00+02:00;NO2;Husholdning;793186,448;634361
2026-09-14T08:00:00+02:00;2026-09-14T09:00:00+02:00;NO2;Primær Industri;99516,091;5761
2026-09-14T08:00:00+02:00;2026-09-14T09:00:00+02:00;NO2;Sekundær Industri;2230030,454;12575
2026-09-14T08:00:00+02:00;2026-09-14T09:00:00+02:00;NO2;Tertiære Tjenester;738264,144;70971
2026-09-14T08:00:00+02:00;2026-09-14T09:00:00+02:00;NO3;Hytter og fritidseiendommer;30967,726;62801
2026-09-14T08:00:00+02:00;2026-09-14T09:00:00+02:00;NO3;Husholdning;566660,221;412170
2026-09-14T08:00:00+02:00;2026-09-14T09:00:00+02:00;NO3;Primær Industri;102362,843;10290
2026-09-14T08:00:00+02:00;2026-09-14T09:00:00+02:00;NO3;Sekundær Industri;1832025,407;9244
2026-09-14T08:00:00+02:00;2026-09-14T09:00:00+02:00;NO3;Tertiære Tjenester;573734,004;52405
2026-09-14T08:00:00+02:00;2026-09-14T09:00:00+02:00;NO4;Hytter og fritidseiendommer;28434,293;44167
2026-09-14T08:00:00+02:00;2026-09-14T09:00:00+02:00;NO4;Husholdning;396245,214;245811
2026-09-14T08:00:00+02:00;2026-09-14T09:00:00+02:00;NO4;Primær Industri;73197,516;3977
2026-09-14T08:00:00+02:00;2026-09-14T09:00:00+02:00;NO4;Sekundær Industri;1184234,441;6125
2026-09-14T08:00:00+02:00;2026-09-14T09:00:00+02:00;NO4;Tertiære Tjenester;419925,487;40301
2026-09-14T08:00:00+02:00;2026-09-14T09:00:00+02:00;NO5;Hytter og fritidseiendommer;27902,273;48406
2026-09-14T08:00:00+02:00;2026-09-14T09:00:00+02:00;NO5;Husholdning;352255,068;260412
2026-09-14T08:00:00+02:00;2026-09-14T09:00:00+02:00;NO5;Primær Industri;14657,403;1953
2026-09-14T08:00:00+02:00;2026-09-14T09:00:00+02:00;NO5;Sekundær Industri;1085903,744;5018
2026-09-14T08:00:00+02:00;2026-09-14T09:00:00+02:00;NO5;Tertiære Tjenester;327108,926;27952
2026-09-14T09:00:00+02:00;2026-09-14T10:00:00+02:00;NO1;Hytter og fritidseiendommer;50094,332;110805
2026-09-14T09:00:00+02:00;2026-09-14T10:00:00+02:00;NO1;Husholdning;1247995,062;1122270
2026-09-14T09:00:00+02:00;2026-09-14T10:00:00+02:00;NO1;Primær Industri;41056,837;7481
2026-09-14T09:00:00+02:00;2026-09-14T10:00:00+02:00;NO1;Sekundær Industri;689699,796;15111
2026-09-14T09:00:00+02:00;2026-09-14T10:00:00+02:00;NO1;Tertiære Tjenester;1362441,173;96221
2026-09-14T09:00:00+02:00;2026-09-14T10:00:00+02:00;NO2;Hytter og fritidseiendommer;43509,452;106609
2026-09-14T09:00:00+02:00;2026-09-14T10:00:00+02:00;NO2;Husholdning;765172,832;634361
2026-09-14T09:00:00+02:00;2026-09-14T10:00:00+02:00;NO2;Primær Industri;97832,685;5761
2026-09-14T09:00:00+02:00;2026-09-14T10:00:00+02:00;NO2;Sekundær Industri;2239319,181;12575
2026-09-14T09:00:00+02:00;2026-09-14T10:00:00+02:00;NO2;Tertiære Tjenester;761412,448;70971
2026-09-14T09:00:00+02:00;2026-09-14T10:00:00+02:00;NO3;Hytter og fritidseiendommer;30358,708;62801
2026-09-14T09:00:00+02:00;2026-09-14T10:00:00+02:00;NO3;Husholdning;542791,897;412170
2026-09-14T09:00:00+02:00;2026-09-14T10:00:00+02:00;NO3;Primær Industri;100024,234;10290
2026-09-14T09:00:00+02:00;2026-09-14T10:00:00+02:00;NO3;Sekundær Industri;1812489,662;9244
2026-09-14T09:00:00+02:00;2026-09-14T10:00:00+02:00;NO3;Tertiære Tjenester;590027,140;52405
2026-09-14T09:00:00+02:00;2026-09-14T10:00:00+02:00;NO4;Hytter og fritidseiendommer;27839,783;44167
2026-09-14T09:00:00+02:00;2026-09-14T10:00:00+02:00;NO4;Husholdning;381151,691;245811
2026-09-14T09:00:00+02:00;2026-09-14T10:00:00+02:00;NO4;Primær Industri;74305,478;3977
2026-09-14T09:00:00+02:00;2026-09-14T10:00:00+02:00;NO4;Sekundær Industri;1173957,887;6125
2026-09-14T09:00:00+02:00;2026-09-14T10:00:00+02:00;NO4;Tertiære Tjenester;419322,258;40301
2026-09-14T09:00:00+02:00;2026-09-14T10:00:00+02:00;NO5;Hytter og fritidseiendommer;27774,362;48406
2026-09-14T09:00:00+02:00;2026-09-14T10:00:00+02:00;NO5;Husholdning;345057,534;260412
2026-09-14T09:00:00+02:00;2026-09-14T10:00:00+02:00;NO5;Primær Industri;14644,022;1953
2026-09-14T09:00:00+02:00;2026-09-14T10:00:00+02:00;NO5;Sekundær Industri;1088961,137;5018
2026-09-14T09:00:00+02:00;2026-09-14T10:00:00+02:00;NO5;Tertiære Tjenester;341467,901;27952
2026-09-14T10:00:00+02:00;2026-09-14T11:00:00+02:00;NO1;Hytter og fritidseiendommer;48511,107;110805
2026-09-14T10:00:00+02:00;2026-09-14T11:00:00+02:00;NO1;Husholdning;1213262,371;1122270
2026-09-14T10:00:00+02:00;2026-09-14T11:00:00+02:00;NO1;Primær Industri;38717,205;7481
2026-09-14T10:00:00+02:00;2026-09-14T11:00:00+02:00;NO1;Sekundær Industri;692437,134;15111
2026-09-14T10:00:00+02:00;2026-09-14T11:00:00+02:00;NO1;Tertiære Tjenester;1366315,142;96221
2026-09-14T10:00:00+02:00;2026-09-14T11:00:00+02:00;NO2;Hytter og fritidseiendommer;42423,281;106609
2026-09-14T10:00:00+02:00;2026-09-14T11:00:00+02:00;NO2;Husholdning;747420,706;634361
2026-09-14T10:00:00+02:00;2026-09-14T11:00:00+02:00;NO2;Primær Industri;91820,757;5761
2026-09-14T10:00:00+02:00;2026-09-14T11:00:00+02:00;NO2;Sekundær Industri;2224196,487;12575
2026-09-14T10:00:00+02:00;2026-09-14T11:00:00+02:00;NO2;Tertiære Tjenester;750980,123;70971
2026-09-14T10:00:00+02:00;2026-09-14T11:00:00+02:00;NO3;Hytter og fritidseiendommer;29492,132;62801
2026-09-14T10:00:00+02:00;2026-09-14T11:00:00+02:00;NO3;Husholdning;529668,286;412170
2026-09-14T10:00:00+02:00;2026-09-14T11:00:00+02:00;NO3;Primær Industri;95837,865;10290
2026-09-14T10:00:00+02:00;2026-09-14T11:00:00+02:00;NO3;Sekundær Industri;1805531,243;9244
2026-09-14T10:00:00+02:00;2026-09-14T11:00:00+02:00;NO3;Tertiære Tjenester;595656,917;52405
2026-09-14T10:00:00+02:00;2026-09-14T11:00:00+02:00;NO4;Hytter og fritidseiendommer;26747,409;44167
2026-09-14T10:00:00+02:00;2026-09-14T11:00:00+02:00;NO4;Husholdning;368302,059;245811
2026-09-14T10:00:00+02:00;2026-09-14T11:00:00+02:00;NO4;Primær Industri;72629,009;3977
2026-09-14T10:00:00+02:00;2026-09-14T11:00:00+02:00;NO4;Sekundær Industri;1153798,164;6125
2026-09-14T10:00:00+02:00;2026-09-14T11:00:00+02:00;NO4;Tertiære Tjenester;423251,624;40301
2026-09-14T10:00:00+02:00;2026-09-14T11:00:00+02:00;NO5;Hytter og fritidseiendommer;27284,438;48406
2026-09-14T10:00:00+02:00;2026-09-14T11:00:00+02:00;NO5;Husholdning;338716,449;260412
2026-09-14T10:00:00+02:00;2026-09-14T11:00:00+02:00;NO5;Primær Industri;14512,913;1953
2026-09-14T10:00:00+02:00;2026-09-14T11:00:00+02:00;NO5;Sekundær Industri;1030647,090;5018
2026-09-14T10:00:00+02:00;2026-09-14T11:00:00+02:00;NO5;Tertiære Tjenester;347568,756;27952
2026-09-14T11:00:00+02:00;2026-09-14T12:00:00+02:00;NO1;Hytter og fritidseiendommer;46323,618;110805
2026-09-14T11:00:00+02:00;2026-09-14T12:00:00+02:00;NO1;Husholdning;1191115,906;1122270
2026-09-14T11:00:00+02:00;2026-09-14T12:00:00+02:00;NO1;Primær Industri;34438,714;7481
2026-09-14T11:00:00+02:00;2026-09-14T12:00:00+02:00;NO1;Sekundær Industri;706229,484;15111
2026-09-14T11:00:00+02:00;2026-09-14T12:00:00+02:00;NO1;Tertiære Tjenester;1345688,176;96221
2026-09-14T11:00:00+02:00;2026-09-14T12:00:00+02:00;NO2;Hytter og fritidseiendommer;40830,561;106609
2026-09-14T11:00:00+02:00;2026-09-14T12:00:00+02:00;NO2;Husholdning;733240,800;634361
2026-09-14T11:00:00+02:00;2026-09-14T12:00:00+02:00;NO2;Primær Industri;82775,200;5761
2026-09-14T11:00:00+02:00;2026-09-14T12:00:00+02:00;NO2;Sekundær Industri;2192542,368;12575
2026-09-14T11:00:00+02:00;2026-09-14T12:00:00+02:00;NO2;Tertiære Tjenester;735243,226;70971
2026-09-14T11:00:00+02:00;2026-09-14T12:00:00+02:00;NO3;Hytter og fritidseiendommer;28391,703;62801
2026-09-14T11:00:00+02:00;2026-09-14T12:00:00+02:00;NO3;Husholdning;519055,147;412170
2026-09-14T11:00:00+02:00;2026-09-14T12:00:00+02:00;NO3;Primær Industri;92630,190;10290
2026-09-14T11:00:00+02:00;2026-09-14T12:00:00+02:00;NO3;Sekundær Industri;1799776,928;9244
2026-09-14T11:00:00+02:00;2026-09-14T12:00:00+02:00;NO3;Tertiære Tjenester;586919,948;52405
2026-09-14T11:00:00+02:00;2026-09-14T12:00:00+02:00;NO4;Hytter og fritidseiendommer;25807,031;44167
2026-09-14T11:00:00+02:00;2026-09-14T12:00:00+02:00;NO4;Husholdning;359872,931;245811
2026-09-14T11:00:00+02:00;2026-09-14T12:00:00+02:00;NO4;Primær Industri;71974,617;3977
2026-09-14T11:00:00+02:00;2026-09-14T12:00:00+02:00;NO4;Sekundær Industri;1144902,832;6125
2026-09-14T11:00:00+02:00;2026-09-14T12:00:00+02:00;NO4;Tertiære Tjenester;420285,542;40301
2026-09-14T11:00:00+02:00;2026-09-14T12:00:00+02:00;NO5;Hytter og fritidseiendommer;26391,803;48406
2026-09-14T11:00:00+02:00;2026-09-14T12:00:00+02:00;NO5;Husholdning;334385,860;260412
2026-09-14T11:00:00+02:00;2026-09-14T12:00:00+02:00;NO5;Primær Industri;14166,369;1953
2026-09-14T11:00:00+02:00;2026-09-14T12:00:00+02:00;NO5;Sekundær Industri;1101958,249;5018
2026-09-14T11:00:00+02:00;2026-09-14T12:00:00+02:00;NO5;Tertiære Tjenester;343738,652;27952
2026-09-14T12:00:00+02:00;2026-09-14T13:00:00+02:00;NO1;Hytter og fritidseiendommer;44699,653;110805
2026-09-14T12:00:00+02:00;2026-09-14T13:00:00+02:00;NO1;Husholdning;1172463,404;1122270
2026-09-14T12:00:00+02:00;2026-09-14T13:00:00+02:00;NO1;Primær Industri;33559,346;7481
2026-09-14T12:00:00+02:00;2026-09-14T13:00:00+02:00;NO1;Sekundær Industri;736201,398;15111
2026-09-14T12:00:00+02:00;2026-09-14T13:00:00+02:00;NO1;Tertiære Tjenester;1330890,707;96221
2026-09-14T12:00:00+02:00;2026-09-14T13:00:00+02:00;NO2;Hytter og fritidseiendommer;39055,744;106609
2026-09-14T12:00:00+02:00;2026-09-14T13:00:00+02:00;NO2;Husholdning;715262,129;634361
2026-09-14T12:00:00+02:00;2026-09-14T13:00:00+02:00;NO2;Primær Industri;72985,827;5761
2026-09-14T12:00:00+02:00;2026-09-14T13:00:00+02:00;NO2;Sekundær Industri;2243695,840;12575
2026-09-14T12:00:00+02:00;2026-09-14T13:00:00+02:00;NO2;Tertiære Tjenester;723869,858;70971
2026-09-14T12:00:00+02:00;2026-09-14T13:00:00+02:00;NO3;Hytter og fritidseiendommer;27511,578;62801
2026-09-14T12:00:00+02:00;2026-09-14T13:00:00+02:00;NO3;Husholdning;511294,312;412170
2026-09-14T12:00:00+02:00;2026-09-14T13:00:00+02:00;NO3;Primær Industri;87383,965;10290
2026-09-14T12:00:00+02:00;2026-09-14T13:00:00+02:00;NO3;Sekundær Industri;1773144,185;9244
2026-09-14T12:00:00+02:00;2026-09-14T13:00:00+02:00;NO3;Tertiære Tjenester;579416,125;52405
2026-09-14T12:00:00+02:00;2026-09-14T13:00:00+02:00;NO4;Hytter og fritidseiendommer;24945,515;44167
2026-09-14T12:00:00+02:00;2026-09-14T13:00:00+02:00;NO4;Husholdning;353584,002;245811
2026-09-14T12:00:00+02:00;2026-09-14T13:00:00+02:00;NO4;Primær Industri;70844,202;3977
2026-09-14T12:00:00+02:00;2026-09-14T13:00:00+02:00;NO4;Sekundær Industri;1134520,920;6125
2026-09-14T12:00:00+02:00;2026-09-14T13:00:00+02:00;NO4;Tertiære Tjenester;417904,778;40301
2026-09-14T12:00:00+02:00;2026-09-14T13:00:00+02:00;NO5;Hytter og fritidseiendommer;25469,130;48406
2026-09-14T12:00:00+02:00;2026-09-14T13:00:00+02:00;NO5;Husholdning;329304,037;260412
2026-09-14T12:00:00+02:00;2026-09-14T13:00:00+02:00;NO5;Primær Industri;13900,082;1953
2026-09-14T12:00:00+02:00;2026-09-14T13:00:00+02:00;NO5;Sekundær Industri;1106404,970;5018
2026-09-14T12:00:00+02:00;2026-09-14T13:00:00+02:00;NO5;Tertiære Tjenester;338258,263;27952
2026-09-14T13:00:00+02:00;2026-09-14T14:00:00+02:00;NO1;Hytter og fritidseiendommer;43602,984;110805
2026-09-14T13:00:00+02:00;2026-09-14T14:00:00+02:00;NO1;Husholdning;1157579,130;1122270
2026-09-14T13:00:00+02:00;2026-09-14T14:00:00+02:00;NO1;Primær Industri;34169,306;7481
2026-09-14T13:00:00+02:00;2026-09-14T14:00:00+02:00;NO1;Sekundær Industri;722154,051;15111
2026-09-14T13:00:00+02:00;2026-09-14T14:00:00+02:00;NO1;Tertiære Tjenester;1321010,687;96221
2026-09-14T13:00:00+02:00;2026-09-14T14:00:00+02:00;NO2;Hytter og fritidseiendommer;37689,223;106609
2026-09-14T13:00:00+02:00;2026-09-14T14:00:00+02:00;NO2;Husholdning;702800,207;634361
2026-09-14T13:00:00+02:00;2026-09-14T14:00:00+02:00;NO2;Primær Industri;68647,487;5761
2026-09-14T13:00:00+02:00;2026-09-14T14:00:00+02:00;NO2;Sekundær Industri;2242802,767;12575
2026-09-14T13:00:00+02:00;2026-09-14T14:00:00+02:00;NO2;Tertiære Tjenester;709622,727;70971
2026-09-14T13:00:00+02:00;2026-09-14T14:00:00+02:00;NO3;Hytter og fritidseiendommer;26998,619;62801
2026-09-14T13:00:00+02:00;2026-09-14T14:00:00+02:00;NO3;Husholdning;507161,797;412170
2026-09-14T13:00:00+02:00;2026-09-14T14:00:00+02:00;NO3;Primær Industri;86799,122;10290
2026-09-14T13:00:00+02:00;2026-09-14T14:00:00+02:00;NO3;Sekundær Industri;1788764,240;9244
2026-09-14T13:00:00+02:00;2026-09-14T14:00:00+02:00;NO3;Tertiære Tjenester;571567,269;52405
2026-09-14T13:00:00+02:00;2026-09-14T14:00:00+02:00;NO4;Hytter og fritidseiendommer;24455,278;44167
2026-09-14T13:00:00+02:00;2026-09-14T14:00:00+02:00;NO4;Husholdning;350833,066;245811
2026-09-14T13:00:00+02:00;2026-09-14T14:00:00+02:00;NO4;Primær Industri;69895,477;3977
2026-09-14T13:00:00+02:00;2026-09-14T14:00:00+02:00;NO4;Sekundær Industri;1153803,304;6125
2026-09-14T13:00:00+02:00;2026-09-14T14:00:00+02:00;NO4;Tertiære Tjenester;412414,524;40301
2026-09-14T13:00:00+02:00;2026-09-14T14:00:00+02:00;NO5;Hytter og fritidseiendommer;24476,127;48406
2026-09-14T13:00:00+02:00;2026-09-14T14:00:00+02:00;NO5;Husholdning;323456,920;260412
2026-09-14T13:00:00+02:00;2026-09-14T14:00:00+02:00;NO5;Primær Industri;14082,464;1953
2026-09-14T13:00:00+02:00;2026-09-14T14:00:00+02:00;NO5;Sekundær Industri;1102788,368;5018
2026-09-14T13:00:00+02:00;2026-09-14T14:00:00+02:00;NO5;Tertiære Tjenester;328746,827;27952
2026-09-14T14:00:00+02:00;2026-09-14T15:00:00+02:00;NO1;Hytter og fritidseiendommer;43179,952;110805
2026-09-14T14:00:00+02:00;2026-09-14T15:00:00+02:00;NO1;Husholdning;1179888,879;1122270
2026-09-14T14:00:00+02:00;2026-09-14T15:00:00+02:00;NO1;Primær Industri;35402,198;7481
2026-09-14T14:00:00+02:00;2026-09-14T15:00:00+02:00;NO1;Sekundær Industri;715989,170;15111
2026-09-14T14:00:00+02:00;2026-09-14T15:00:00+02:00;NO1;Tertiære Tjenester;1301873,686;96221
2026-09-14T14:00:00+02:00;2026-09-14T15:00:00+02:00;NO2;Hytter og fritidseiendommer;36279,115;106609
2026-09-14T14:00:00+02:00;2026-09-14T15:00:00+02:00;NO2;Husholdning;713948,581;634361
2026-09-14T14:00:00+02:00;2026-09-14T15:00:00+02:00;NO2;Primær Industri;74394,502;5761
2026-09-14T14:00:00+02:00;2026-09-14T15:00:00+02:00;NO2;Sekundær Industri;2225762,673;12575
2026-09-14T14:00:00+02:00;2026-09-14T15:00:00+02:00;NO2;Tertiære Tjenester;691976,969;70971
2026-09-14T14:00:00+02:00;2026-09-14T15:00:00+02:00;NO3;Hytter og fritidseiendommer;26602,899;62801
2026-09-14T14:00:00+02:00;2026-09-14T15:00:00+02:00;NO3;Husholdning;523752,858;412170
2026-09-14T14:00:00+02:00;2026-09-14T15:00:00+02:00;NO3;Primær Industri;89539,155;10290
2026-09-14T14:00:00+02:00;2026-09-14T15:00:00+02:00;NO3;Sekundær Industri;1800709,062;9244
2026-09-14T14:00:00+02:00;2026-09-14T15:00:00+02:00;NO3;Tertiære Tjenester;563922,122;52405
2026-09-14T14:00:00+02:00;2026-09-14T15:00:00+02:00;NO4;Hytter og fritidseiendommer;24233,708;44167
2026-09-14T14:00:00+02:00;2026-09-14T15:00:00+02:00;NO4;Husholdning;359459,984;245811
2026-09-14T14:00:00+02:00;2026-09-14T15:00:00+02:00;NO4;Primær Industri;69175,196;3977
2026-09-14T14:00:00+02:00;2026-09-14T15:00:00+02:00;NO4;Sekundær Industri;1116162,367;6125
2026-09-14T14:00:00+02:00;2026-09-14T15:00:00+02:00;NO4;Tertiære Tjenester;407235,878;40301
2026-09-14T14:00:00+02:00;2026-09-14T15:00:00+02:00;NO5;Hytter og fritidseiendommer;23708,008;48406
2026-09-14T14:00:00+02:00;2026-09-14T15:00:00+02:00;NO5;Husholdning;326593,076;260412
2026-09-14T14:00:00+02:00;2026-09-14T15:00:00+02:00;NO5;Primær Industri;13741,646;1953
2026-09-14T14:00:00+02:00;2026-09-14T15:00:00+02:00;NO5;Sekundær Industri;1099972,589;5018
2026-09-14T14:00:00+02:00;2026-09-14T15:00:00+02:00;NO5;Tertiære Tjenester;321101,416;27952
2026-09-14T15:00:00+02:00;2026-09-14T16:00:00+02:00;NO1;Hytter og fritidseiendommer;42727,592;110805
2026-09-14T15:00:00+02:00;2026-09-14T16:00:00+02:00;NO1;Husholdning;1267087,659;1122270
2026-09-14T15:00:00+02:00;2026-09-14T16:00:00+02:00;NO1;Primær Industri;35933,124;7481
2026-09-14T15:00:00+02:00;2026-09-14T16:00:00+02:00;NO1;Sekundær Industri;676289,707;15111
2026-09-14T15:00:00+02:00;2026-09-14T16:00:00+02:00;NO1;Tertiære Tjenester;1253275,121;96221
2026-09-14T15:00:00+02:00;2026-09-14T16:00:00+02:00;NO2;Hytter og fritidseiendommer;35522,647;106609
2026-09-14T15:00:00+02:00;2026-09-14T16:00:00+02:00;NO2;Husholdning;779653,130;634361
2026-09-14T15:00:00+02:00;2026-09-14T16:00:00+02:00;NO2;Primær Industri;78452,574;5761
2026-09-14T15:00:00+02:00;2026-09-14T16:00:00+02:00;NO2;Sekundær Industri;2205316,373;12575
2026-09-14T15:00:00+02:00;2026-09-14T16:00:00+02:00;NO2;Tertiære Tjenester;661205,797;70971
2026-09-14T15:00:00+02:00;2026-09-14T16:00:00+02:00;NO3;Hytter og fritidseiendommer;26569,856;62801
2026-09-14T15:00:00+02:00;2026-09-14T16:00:00+02:00;NO3;Husholdning;569607,146;412170
2026-09-14T15:00:00+02:00;2026-09-14T16:00:00+02:00;NO3;Primær Industri;93004,728;10290
2026-09-14T15:00:00+02:00;2026-09-14T16:00:00+02:00;NO3;Sekundær Industri;1784734,134;9244
2026-09-14T15:00:00+02:00;2026-09-14T16:00:00+02:00;NO3;Tertiære Tjenester;546615,054;52405
2026-09-14T15:00:00+02:00;2026-09-14T16:00:00+02:00;NO4;Hytter og fritidseiendommer;24329,423;44167
2026-09-14T15:00:00+02:00;2026-09-14T16:00:00+02:00;NO4;Husholdning;386710,220;245811
2026-09-14T15:00:00+02:00;2026-09-14T16:00:00+02:00;NO4;Primær Industri;68456,156;3977
2026-09-14T15:00:00+02:00;2026-09-14T16:00:00+02:00;NO4;Sekundær Industri;1109509,318;6125
2026-09-14T15:00:00+02:00;2026-09-14T16:00:00+02:00;NO4;Tertiære Tjenester;393270,756;40301
